00:30:01,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Groups\000003E8,NAME NOT FOUND,Desired Access: Read/Write
00:31:05,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Aliases\000003E8,NAME NOT FOUND,Desired Access: Read/Write
00:33:09,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Users\000003E8,SUCCESS,Desired Access: Read/Write
00:36:02,lsass.exe,496,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000003E8\V,SUCCESS,"Type: REG_BINARY, Length: 444, Data: 00 00 00 00 BC 00 00 00 02 00 01 00 BC 00 00 00"
00:27:03,lsass.exe,496,RegCloseKey,HKLM\SAM\SAM\Domains\Account\Users\000003E8,SUCCESS,
00:38:07,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Groups\000003E8,NAME NOT FOUND,Desired Access: Read/Write
00:39:05,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Aliases\000003E8,NAME NOT FOUND,Desired Access: Read/Write
00:45:07,lsass.exe,496,RegOpenKey,HKLM\SAM\SAM\DOMAINS\Account\Users\000003E8,SUCCESS,Desired Access: Read/Write
00:45:09,lsass.exe,496,RegQueryValue,HKLM\SAM\SAM\Domains\Account\Users\000003E8\V,SUCCESS,"Type: REG_BINARY, Length: 444, Data: 00 00 00 00 BC 00 00 00 02 00 01 00 BC 00 00 00"
00:46:01,lsass.exe,496,RegCloseKey,HKLM\SAM\SAM\Domains\Account\Users\000003E8,SUCCESS,
00:58.7,svchost.exe,892,ReadFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 4,322,304, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
00:59.8,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 3620, User Time: 0.0000000, Kernel Time: 0.0000000"
01:05.5,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 3796, User Time: 0.0156250, Kernel Time: 0.0000000"
01:08.5,svchost.exe,892,ReadFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 4,338,688, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:09.3,svchost.exe,892,ReadFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 5,112,832, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:10.8,svchost.exe,892,ReadFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 5,771,264, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
00:57.6,svchost.exe,2732,CloseFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 3,671,040, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
00:58.7,svchost.exe,2732,CloseFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 4,322,304, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:08.5,svchost.exe,2732,CloseFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 4,338,688, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:09.3,svchost.exe,2732,CloseFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 5,112,832, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:10.8,svchost.exe,2732,CloseFile,C:\Windows\System32\mshtml.dll,SUCCESS,"Offset: 5,771,264, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Priority: Very Low"
01:11.1,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:12.1,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:13.2,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 2280, User Time: 0.0000000, Kernel Time: 0.0156250"
01:15.3,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:18.5,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:20.6,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:23.7,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:15.3,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:18.5,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:20.6,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:23.7,csrss.exe,400,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PublisherPolicyChangeTime,SUCCESS,"Type: REG_QWORD, Length: 8, Data: "
01:25.8,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 2280, User Time: 0.0000000, Kernel Time: 0.0156250"
01:39.8,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 2280, User Time: 0.0000000, Kernel Time: 0.0156250"
01:46.5,chrome.exe,3932,Thread Exit,,SUCCESS,"Thread ID: 2280, User Time: 0.0000000, Kernel Time: 0.0156250"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:47.1,rundll32.exe,2732,RegEnumValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,NO MORE ENTRIES,"Index: 0, Length: 1,040"
01:48.1,rundll32.exe,2732,RegCloseKey,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RemoveAccess,SUCCESS,
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.1,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:49.9,rundll32.exe,2732,QueryStandardInformationFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"AllocationSize: 651,264, EndOfFile: 647,184, NumberOfLinks: 2, DeletePending: False, Directory: False"
01:50.1,rundll32.exe,2732,QueryBasicInformationFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"CreationTime: 7/13/2009 01:31:09 PM, LastAccessTime: 7/13/2009 01:31:09 PM, LastWriteTime: 6/11/2009 11:26:35 AM, ChangeTime: 8/16/2018 1:09:37 AM, FileAttributes: A"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFS"
01:51.2,rundll32.exe,2732,QueryAttributeInformationVolume,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c00000, MaximumComponentNameLength: 255, FileSystemName: NTFSf"
01:51.4,rundll32.exe,2732,CreateFileMapping,C:\Windows\Fonts\tahomabd.ttf,FILE LOCKED WITH ONLY READERS,"SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
01:51.5,rundll32.exe,2732,QueryStandardInformationFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"AllocationSize: 651,264, EndOfFile: 647,184, NumberOfLinks: 2, DeletePending: False, Directory: False"
01:51.7,rundll32.exe,2732,CreateFileMapping,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,SyncType: SyncTypeOther
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
01:51.9,rundll32.exe,2732,CloseFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,
01:52.7,rundll32.exe,2732,CreateFile,C:\Windows\Fonts\tahomabd.ttf,SUCCESS,"Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
